tokens;tags
['▁2', 'naja', '▁молоко', 'нет'];['B-VOLUME', 'B-BRAND', 'B-TYPE', 'O']
['▁салат', 'ники', '▁univers', 'a'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁вар', 'ено', '-', 'к', 'п', 'чено', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁блюд', 'а'];['B-TYPE', 'I-TYPE']
['▁energy', '▁за', 'жи', 'гал', 'ки'];['B-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁сыр', '▁бур', 'гер', 'ный'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['Пельмени', '450', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['фарш', 'i00Г'];['B-TYPE', 'B-VOLUME']
['▁сне', 'жок', '▁просто', 'ква', 'шин'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['griby', '420', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁бр', 'ые', 'за'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁твор', 'об', 'ушки', 'с'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁72', '▁масло'];['B-PERCENT', 'B-TYPE']
['no', '▁масло'];['B-BRAND', 'B-TYPE']
['▁пре', 'прав', 'ы', '▁для', '▁шаш', 'лык', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['школа', '21', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁кру', 'ас', 'сс', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['перекус', 'с', 'пользой', '25', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁труб', 'очки', '▁с', '▁крем', 'ом'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁фил', 'е', '▁', 'цы', 'плен', 'ка'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁про', 'чий', '▁текстил', 'ь'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁', 'вин', 'р', 'град'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁баг', 'ет', '▁фитнес'];['B-TYPE', 'I-TYPE', 'B-TYPE']
['▁лу', 'ку', 'мом', '▁о', 'ск'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁газ', '▁2'];['B-TYPE', 'B-VOLUME']
['чай', '325', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁рулет', '▁фил', 'ей', 'ный'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', '7', '▁', 'сок', 'ём'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'B-BRAND']
['210', 'g', 'снова', 'в', 'школу'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁гриб', 'ы', 'о'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁3', '▁сме', '▁', 'не'];['B-PERCENT', 'B-TYPE', 'B-BRAND', 'I-BRAND']
['240г', 'грибы'];['B-VOLUME', 'B-TYPE']
['варенье', '284', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'сыр', '▁15', '%'];['B-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁бе', 'дро', '▁', 'цы', 'плен', 'ка'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['500', 'МЛ', 'Комбо'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁с', 'кир'];['B-TYPE', 'I-TYPE']
['▁', 'пир', 'жных'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['тесто', '420Г'];['B-TYPE', 'B-VOLUME']
['▁kami', 's', '▁кори', 'анд'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁су', 'шки', '▁прост', 'ые'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['МАСЛО', '1.8Л'];['B-TYPE', 'B-VOLUME']
['1.8КГ', 'консервы'];['B-VOLUME', 'B-TYPE']
['▁раст', 'ил', 'шка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ру', 'чки', '▁ind'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁Твор', '▁9', 'to'];['B-TYPE', 'B-PERCENT', 'B-BRAND']
['детское', 'питание', '220', 'г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['яйцо', '410', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'lar', 'sen', '▁шп', 'рот'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁з', 'ель'];['B-TYPE', 'I-TYPE']
['▁', 'тру', 'сик'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁на', 'рез', 'ку'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['декор', 'для', 'дома', '1', 'шт'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁fusion'];['B-BRAND']
['1', 'кг', 'зелень'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁баг', 'е'];['B-TYPE', 'I-TYPE']
['▁корм', 'Атор', 'кг'];['B-TYPE', 'B-BRAND', 'B-VOLUME']
['мороженое', '4%'];['B-TYPE', 'B-PERCENT']
['▁ш', 'тур', 'вал', '▁ш', 'про'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['480Мл', 'majonez'];['B-VOLUME', 'B-TYPE']
['▁око', 'рос', 'ок'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁твор', 'ожен', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁канц', 'е', 'ляр', 'ские', '▁на', 'бо'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['крупы', '170Г'];['B-TYPE', 'B-VOLUME']
['way', '▁со'];['B-BRAND', 'B-TYPE']
['▁kota', 'nyi', '▁вас', 'аб'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['Икра', '180г'];['B-TYPE', 'B-VOLUME']
['▁кап', 'уста', '▁те', 'нде'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁кол', 'ба', 'ски', '▁о', 'кра', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['120', 'л', 'shkola'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['одежда', '40', 'G'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁тест', 'о', '▁до', 'я', '▁пи'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['залить', 'кипятком', '76г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁селян', 'овка'];['B-TYPE', 'I-TYPE']
['▁фр', 'о', 'сток'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁й', 'о', 'гурт', '▁не', 'ж', 'ный'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁и', 'кри'];['B-TYPE', 'I-TYPE']
['▁', 'мн', 'даль'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'кис', 'л'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁па', 'штет', '▁руб', 'лев', 'ский'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['ЗАЛИТЬ', 'КИПЯТКОМ', 'Q49', 'г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'земля', '▁сок'];['B-BRAND', 'I-BRAND', 'B-TYPE']
['1.', '6', 'л', 'декор', 'для', 'дома'];['B-VOLUME', 'I-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['онлайн', 'аксессуары', '50', 'Мл'];['O', 'B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁све', 'ко', 'льник'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['где', 'холодный', 'чай', '500', 'мл'];['O', 'B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['завтра', 'жвачка', '15,5', 'г'];['O', 'B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'сыр', 'через', '▁15', '%'];['B-TYPE', 'I-TYPE', 'O', 'B-PERCENT', 'I-PERCENT']
['▁чад', 'о'];['B-TYPE', 'I-TYPE']
['T0', 'Мл', 'уход', 'за', 'собой'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['ДЛЯ', 'ДРУГИХ', 'ПИТОМЦЕВ', '20Л'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['▁протеин', 'е'];['B-TYPE', 'I-TYPE']
['▁гре', 'й', 'п', 'фу', 'рт'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁комп', 'от', 'ты'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁с', 'дай', 'сы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['польза', '35', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['лёд', '92', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['ВЫГОДНО', '4%'];['B-TYPE', 'B-PERCENT']
['сахар', '200', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['соломка', '185', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['торты', 'r20г'];['B-TYPE', 'B-VOLUME']
['над', '▁станция', '▁', 'Молоко', '▁2', '▁3.2'];['O', 'B-BRAND', 'B-TYPE', 'I-TYPE', 'B-VOLUME', 'B-PERCENT']
['▁сыр', '▁беле', 'бе', 'евски', 'й', '▁класс', 'ический'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND']
['мёд', '380Г'];['B-TYPE', 'B-VOLUME']
['▁сне', 'ки', '▁фр', 'у', 'то', '▁ня'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'B-BRAND']
['▁яйца', '▁крас', '▁shtuk'];['B-TYPE', 'B-BRAND', 'B-VOLUME']
['сдоба', '500Г'];['B-TYPE', 'B-VOLUME']
['▁bomb', 'bat'];['B-BRAND', 'I-BRAND']
['▁банан', 'ыг'];['B-TYPE', 'I-TYPE']
['энергетики', '0.0%'];['B-TYPE', 'B-PERCENT']
['ХЛЕБЦЫ', '125г'];['B-TYPE', 'B-VOLUME']
['▁', 'ТВОР', '▁1'];['B-TYPE', 'I-TYPE', 'B-PERCENT']
['между', '46', 'sht', 'детская', 'гигиена'];['O', 'B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE']
['▁я', 'блок', 'о', '▁те', 'нде'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['без', 'лактозы', '600', 'g', 'стать'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
['залить', 'кипятком', 'любой', '35', 'г'];['B-TYPE', 'I-TYPE', 'O', 'B-VOLUME', 'I-VOLUME']
['сухарики', '67', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'ску', 'м', 'бри', 'ч'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁витамин', 'ы'];['B-TYPE', 'I-TYPE']
['супы', '350г'];['B-TYPE', 'B-VOLUME']
['леденцы', '12', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁хлеб', '▁чемпион'];['B-TYPE', 'B-TYPE']
['▁пи', 'рож', 'ные', '▁мой'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['вкус', 'весь', '40%'];['B-TYPE', 'O', 'B-PERCENT']
['▁ред', 'ис', '▁fresco'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁твор', 'ож', 'нный'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ша', 'ур', 'му'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['Чин', '▁вода'];['B-BRAND', 'B-TYPE']
['▁лак', '▁для', '▁во', 'ло'];['B-TYPE', 'O', 'O', 'O']
['не', '▁', 'с', '▁10', '%'];['O', 'B-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT']
['сухарики', '25мл'];['B-TYPE', 'B-VOLUME']
['хозтовары', '1шт'];['B-TYPE', 'B-VOLUME']
['пряники', '96', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['сухие', 'завтраки', '50', 'г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁под', 'у', 'шек', '▁dar', 'ge'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['Чная', '▁молоко'];['B-BRAND', 'B-TYPE']
['школа', '48', 'l'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['семечки', '200г'];['B-TYPE', 'B-VOLUME']
['430ml', 'ВИНО'];['B-VOLUME', 'B-TYPE']
['▁с', '▁10'];['B-TYPE', 'B-PERCENT']
['▁руко', 'лв'];['B-TYPE', 'I-TYPE']
['лицом', '8Шт'];['B-TYPE', 'B-VOLUME']
['▁механ', 'и', 'че', 'ск'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁я', 'бло', 'чко'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['одежда', '46', 'г', 'в'];['B-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
"['129Г', ""zalit'"", 'kipjatkom']";['B-VOLUME', 'B-TYPE', 'I-TYPE']
['морепродукты', '250Г'];['B-TYPE', 'B-VOLUME']
['▁мин', 'даль', 'го', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁пен', 'а', '▁для', '▁бр', 'ить'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['для', 'котиков', '75', 'Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['55', 'Г', 'осень', 'в', 'сладостях'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сыр', 'ов', 'я', 'ле', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁школ', 'о', 'ад'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['уход', 'за', 'полостью', 'рта', '180sht'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['хлебцы', 'w00', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁60', '▁ме'];['B-VOLUME', 'B-TYPE']
['скидки', 'недели', '250', 'g'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁со', 'ой', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁фа', 'соль', '▁пере', 'кре', 'сток'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'ю', 'се', 'ме', 'чки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Кола', 'л'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁сыр', 'ок', '▁твор', 'ож', 'ные'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['закуски', '160Мл'];['B-TYPE', 'B-VOLUME']
['та', '400', 'г', 'халяль'];['O', 'B-VOLUME', 'I-VOLUME', 'B-TYPE']
['для', 'котиков', '75Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁бумаг', 'а', '▁ту', 'а'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁', 'яй', 'ц', 'он'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁я', 'и', '2', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['стать', 'перекусы', '300', 'ml'];['O', 'B-TYPE', 'B-VOLUME', 'I-VOLUME']
['всё', 'для', 'выпечки', '26%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT']
['птица', '800г'];['B-TYPE', 'B-VOLUME']
['Для', 'Кошек', '1', 'г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['400г', 'ЗАКУСКИ'];['B-VOLUME', 'B-TYPE']
['▁се', 'ле', 'ные'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['САХАР', '330', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['паштеты', '80Г'];['B-TYPE', 'B-VOLUME']
['предметы', 'для', 'уборки', '50', 'sht', 'только'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
['62.5г', 'сейчас', 'krupy'];['B-VOLUME', 'O', 'B-TYPE']
['240g', 'ОСНОВНЫЕ', 'БЛЮДА', 'чтобы'];['B-VOLUME', 'B-TYPE', 'I-TYPE', 'O']
['снова', 'в', 'школу', '95g'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['зефир', '16%'];['B-TYPE', 'B-PERCENT']
['был', '500Г', 'орехи'];['O', 'B-VOLUME', 'B-TYPE']
['ВАРЕНЬЕ', '70', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['6%', 'десерты'];['B-PERCENT', 'B-TYPE']
['▁губ', 'ка', '▁ля', '▁посуд', 'ы'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁м', 'в', 'фф', 'ин'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['стирка', '72%'];['B-TYPE', 'B-PERCENT']
['▁с', 'ливо', 'ч', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁к', 'рсан', 'ый'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['W00Г', 'хлебцы'];['B-VOLUME', 'B-TYPE']
['Хлебцы', '200', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁под', 'у', 'шек', '▁absol', 'u'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁тор', 'ти', 'ль', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁кол', 'бо', 'ча'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['мясные', '50', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['школа', '15', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'MULhI', '▁с'];['B-BRAND', 'I-BRAND', 'B-TYPE']
['новый', 'ЧАЙ', '70Г'];['O', 'B-TYPE', 'B-VOLUME']
['десерты', '7.1%'];['B-TYPE', 'B-PERCENT']
['▁лако', 'м', 'ка', '▁то', 'рт'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁о', 'у', 'нец'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁фил', 'е', '★'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['уксус', '600', 'мл'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁бутыл', 'к'];['B-TYPE', 'I-TYPE']
['без', 'глютена', '105', 'g'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['сырные', 'снеки', '40', '%'];['B-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁3', '▁сахар'];['B-VOLUME', 'B-TYPE']
['▁santa', 'la'];['B-BRAND', 'I-BRAND']
['декор', 'для', 'дома', '1sht'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['15', 'г', 'ДРАЖЕ'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['972g', 'для', 'мытья', 'посуды'];['B-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['мармелад', '16%'];['B-TYPE', 'B-PERCENT']
['▁нашей', '▁до', 'йки'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['80', 'g', 'для', 'других', 'питомцев'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кол', 'баса', '▁я', 'и', 'чная'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁chi', 'r', 'ton', '▁са', 'ш'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['Хозтовары', '2.3', 'l'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁осы', 'еж', 'ии', 'ель'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['krekery', '210g'];['B-TYPE', 'B-VOLUME']
['▁бел', 'акт', 'озно', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁с', 'гуш', 'енное'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['хлебцы', '125', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁ба', 'тон', '▁на', 'рез'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['Икра', '150г'];['B-TYPE', 'B-VOLUME']
['85Г', 'Для', 'Котиков', 'да'];['B-VOLUME', 'B-TYPE', 'I-TYPE', 'O']
['▁rost', '▁бак', 'лаж', 'а'];['B-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁клуб', 'ника', '▁замор', 'ожен', 'ная'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['для', 'кошек', '4.', '5', 'Л'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME']
['▁ми', 'ски', '▁архи', 'ме'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['вареники', '700', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['400', 'мл', 'детская', 'гигиена'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE']
['для', 'кошек', '1.1', 'кг'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁мало', 'еж', 'к', 'п'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['пожалуйста', 'мороженое', '300', 'Мл'];['O', 'B-TYPE', 'B-VOLUME', 'I-VOLUME']
['230', 'Г', 'мясо'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['250', 'Г', 'котлеты'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['ОСЕНЬ', 'В', 'СЛАДОСТЯХ', '81', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['испекли', 'для', 'вас', '58', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['майонез', '600', 'мл'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁э', 'ен', 'ере', 'тик'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁сар', 'аф', 'ано'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['Супы', '192', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁аква', 'фр'];['B-TYPE', 'I-TYPE']
['▁канц', 'е', 'ляр', 'ские', '▁', 'кл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['Кефир', '6', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁fra', 'nde'];['B-BRAND', 'I-BRAND']
['▁гал', 'ст'];['B-TYPE', 'I-TYPE']
['▁анан', 'а', 'сов'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['мороженое', '2', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['сыр', 'сейчас', '125', 'г'];['B-TYPE', 'O', 'B-VOLUME', 'I-VOLUME']
['▁кулинар', 'ия'];['B-TYPE', 'I-TYPE']
['специи', '8', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['сколько', '48sht', 'аптека'];['O', 'B-VOLUME', 'B-TYPE']
['5', 'ШТ', 'Хобби', 'скидка'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'O']
['marmelad', '16', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['лаваш', '340', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['ХОЛОДНЫЙ', 'ЧАЙ', 'как', '370мл'];['B-TYPE', 'I-TYPE', 'O', 'B-VOLUME']
['одежда', '65', 'g', 'дёшево'];['B-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
['ВЫПЕЧКА', '195g'];['B-TYPE', 'B-VOLUME']
['vse', 'dlja', 'uborki', '100%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT']
['400г', 'паштеты'];['B-VOLUME', 'B-TYPE']
['газировка', '850', 'МЛ'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
"[""haljal'"", '400', 'г']";['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['700Г', 'каши'];['B-VOLUME', 'B-TYPE']
['▁просто', 'ква', 'шка', '▁агро', 'ком', 'п', 'лек'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁х', 'л', '4', 'б'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁со', 'ус', '▁для', '▁хот', '▁до', 'гов'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁кол', 'гот', '.', '▁diwar'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁смета', '▁10'];['B-TYPE', 'B-PERCENT']
['kvas', '370мл'];['B-TYPE', 'B-VOLUME']
['▁шап', 'ки', ',', '▁берет', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['зефир', '280', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['семечки', 'E00г'];['B-TYPE', 'B-VOLUME']
"[""pol'za"", '10', '%']";['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁по', 'меж', 'дор'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кофе', '▁для', '▁тур', 'ки'];['B-TYPE', 'O', 'O', 'O']
['ароматы', 'для', 'дома', '380', 'мл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁ко', 'ф', 'e', '▁мол', 'от', 'ый'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['тесто', '210', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁expon'];['B-BRAND']
['▁', 'лаг', 'ман'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'мс', 'сли', 'ны'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
